OID_	taz	HLTH_COUNT	town	ES_COUNT05	HLTH_COUNT05	HIED_COUNT05	ES_COUNT1	HLTH_COUNT1	HIED_COUNT1	HIED_COUNT	ES_DEN_TAZ	ES_DEN_1	ES_DEN_05	ES_COUNT	HIED_Count5	Shape_Length	Shape_Area	HLTH_COUNT05m	HIED_COUNT05m	ES_COUNT05m	HLTH_COUNT1m	HIED_COUNT1m	ES_COUNT1m	ES_DEN_05m	ES_DEN_1m
1531	1626	1	NORWOOD	8	1	0	17	1	1		25.65697829	5.411268065	10.18591636	4	2	3660.69449	403786.9279	1	0	8	1	1	17	10.18591636	5.411268065
1532	1627		NORWOOD	9	1	0	15	1	1		18.62122399	4.774648293	11.4591559	8	3	4808.163	1112703.703	1	0	9	1	1	15	11.4591559	4.774648293
1533	1628		NORWOOD	3	0	0	14	1	0		24.91316963	4.456338407	3.819718634	3	1	2518.762636	311881.8058	0	0	3	1	0	14	3.819718634	4.456338407
1534	1629		NORWOOD	1	0	0	9	0	0		1.787778527	2.864788976	1.273239545	1	2	4929.987949	1448718.659	0	0	1	0	0	9	1.273239545	2.864788976
1535	1630		NORWOOD	0	0	0	10	0	0		0	3.183098862	0	0	2	4939.586934	1249224.276	0	0	0	0	0	10	0	3.183098862
1536	1631		NORWOOD	6	0	0	17	1	0		20.59048243	5.411268065	7.639437268	5	1	3304.123903	628928.467	0	0	6	1	0	17	7.639437268	5.411268065
1537	1632		NORWOOD	1	0	0	16	1	0		2.016647138	5.092958179	1.273239545	1	1	4806.496806	1284304.062	0	0	1	1	0	16	1.273239545	5.092958179
1538	1633		NORWOOD	14	1	0	19	1	1		18.90097245	6.047887837	17.82535363	4	1	3398.246475	548117.43	1	0	14	1	1	19	17.82535363	6.047887837
1539	1634	1	NORWOOD	15	1	0	23	1	1		68.38083343	7.321127382	19.09859317	8	2	3193.536455	303007.4927	1	0	15	1	1	23	19.09859317	7.321127382
1540	1635		NORWOOD	0	0	0	8	0	0		0	2.546479089	0	0	1	7589.193507	2884465.5	0	0	0	0	0	8	0	2.546479089
1541	1636		NORWOOD	3	0	0	16	2	1		3.104497658	5.092958179	3.819718634	1	1	4056.91288	834269.6292	0	0	3	2	1	16	3.819718634	5.092958179
1542	1637		NORWOOD	4	0	0	6	0	0		8.861041556	1.909859317	5.092958179	4	1	4735.466696	1169157.415	0	0	4	0	0	6	5.092958179	1.909859317
1543	1638		MEDFIELD	0	0	0	0	0	0		0	0	0	0	0	8214.576877	3219779.841	0	0	0	0	0	0	0	0
1544	1639		MEDFIELD	1	0	0	3	0	0		2.017813939	0.954929659	1.273239545	5	0	11843.66762	6417807.063	0	0	5	0	0	3	2.017813939	0.954929659
1545	1640		MEDFIELD	3	0	0	3	0	0		0.949917091	0.954929659	3.819718634	3	1	13834.67366	8179623.679	0	0	3	0	0	3	0.949917091	0.949917091
1546	1641		MEDFIELD	0	0	0	0	0	0		0	0	0	0	0	13035.9068	4339640.158	0	0	0	0	0	0	0	0
1547	1642	1	MEDFIELD	9	1	0	11	1	0		7.951852628	3.501408748	11.4591559	8	0	10449.81378	2605670.131	1	0	8	1	0	11	7.951852628	3.501408748
1548	1643		MEDFIELD	0	0	0	0	0	0		0	0	0	0	0	18569.08467	13193209.54	0	0	0	0	0	0	0	0
1549	1644		WALPOLE	0	0	0	0	0	0		0	0	0	0	1	15330.62308	12715003.29	0	0	0	0	0	0	0	0
1550	1645		WALPOLE	1	0	0	8	0	0		9.420909747	2.546479089	1.273239545	8	1	10521.91969	2199352.869	0	0	8	0	0	8	9.420909747	2.546479089
1551	1646		WALPOLE	2	0	0	10	0	0		3.984258776	3.183098862	2.546479089	3	1	7369.903343	1950165.581	0	0	2	0	0	10	2.546479089	3.183098862
1552	1647		WALPOLE	0	0	0	2	0	0		0	0.636619772	0	0	1	7856.589652	2045447.136	0	0	0	0	0	2	0	0.636619772
1553	1648		WALPOLE	0	0	0	4	0	0		0.894515821	1.273239545	0	1	1	7903.787925	2895407.827	0	0	1	0	0	4	0.894515821	1.273239545
1554	1649		WALPOLE	1	0	0	7	0	0		2.757790993	2.228169203	1.273239545	3	1	7946.238347	2817459.463	0	0	3	0	0	7	2.757790993	2.228169203
1555	1650		WALPOLE	0	0	0	5	0	0		4.628507098	1.591549431	0	3	1	6401.956412	1678719.329	0	0	0	0	0	5	0	1.591549431
1556	1651		WALPOLE	0	0	0	11	0	0		1.780894989	3.501408748	0	2	1	8301.79369	2908636.529	0	0	2	0	0	11	1.780894989	3.501408748
1557	1652		WALPOLE	0	0	0	0	0	0		0	0	0	0	0	12846.8435	7800036.59	0	0	0	0	0	0	0	0
1558	1653		WALPOLE	1	0	0	5	0	0		1.5851341	1.591549431	1.273239545	3	1	13483.92615	4901770.98	0	0	3	0	0	5	1.5851341	1.591549431
1559	1654		WALPOLE	0	0	0	3	0	0		1.899961446	0.954929659	0	3	0	9799.67194	4089537.894	0	0	3	0	0	3	1.899961446	0.954929659
1560	1655		WALPOLE	0	0	0	0	0	0		0.302827591	0	0	1	0	15087.59331	8552682.077	0	0	1	0	0	1	0.302827591	0.302827591
1561	1656		SHARON	0	0	0	0	0	0		0	0	0	0	1	17864.84623	13283201.98	0	0	0	0	0	0	0	0
1562	1657		SHARON	0	0	0	1	0	0		1.120001771	0.318309886	0	4	1	18361.64124	9249942.91	0	0	4	0	0	4	1.120001771	1.120001771
1563	1658		SHARON	0	0	0	4	0	0		1.703085446	1.273239545	0	4	0	10728.79731	6083049.131	0	0	4	0	0	4	1.703085446	1.273239545
1564	1659		SHARON	0	0	0	7	0	0		2.705447552	2.228169203	0	5	3	9317.700195	4786616.744	0	0	5	0	0	7	2.705447552	2.228169203
1565	1660		SHARON	5	0	0	7	0	0		5.099834413	2.228169203	6.366197724	5	1	8269.138129	2539286.475	0	0	5	0	0	7	5.099834413	2.228169203
1566	1661		SHARON	0	0	0	1	0	0		0	0.318309886	0	0	1	9372.037974	4259755.171	0	0	0	0	0	1	0	0.318309886
1567	1662		SHARON	0	0	0	0	0	0		0	0	0	0	0	15766.27939	10266218.98	0	0	0	0	0	0	0	0
1568	1663		SHARON	0	0	0	0	0	0		0	0	0	0	0	17842.80296	12866377.31	0	0	0	0	0	0	0	0
1569	1664		MILLIS	0	0	0	0	0	0		0	0	0	0	0	17938.99905	14701890.99	0	0	0	0	0	0	0	0
1570	1665		MILLIS	2	0	0	8	0	0		7.43706773	2.546479089	2.546479089	8	0	10201.80667	2786031.489	0	0	8	0	0	8	7.43706773	2.546479089
1571	1666		MILLIS	0	0	0	0	0	0		0	0	0	0	0	14272.65088	9010128.1	0	0	0	0	0	0	0	0
1572	1667		MILLIS	0	0	0	3	0	0		1.476457128	0.954929659	0	3	0	13689.28752	5262573.619	0	0	3	0	0	3	1.476457128	0.954929659
1573	1668		NORFOLK	0	0	0	0	0	0		0	0	0	0	0	12843.61176	7971970.626	0	0	0	0	0	0	0	0
1574	1669		NORFOLK	7	0	0	7	0	0		17.21467184	2.228169203	8.912676813	7	0	4450.760796	1053166.563	0	0	7	0	0	7	8.912676813	2.228169203
1575	1670		NORFOLK	0	0	0	6	0	0		0	1.909859317	0	0	0	12014.83334	4601946.371	0	0	0	0	0	6	0	1.909859317
1576	1671		NORFOLK	0	0	0	0	0	0		0	0	0	0	0	12813.26649	7273995.091	0	0	0	0	0	0	0	0
1577	1672		NORFOLK	0	0	0	0	0	0		0	0	0	0	0	14504.41909	10008386.3	0	0	0	0	0	0	0	0
1578	1673		NORFOLK	0	0	0	0	0	0		0	0	0	0	0	12935.59186	8965687.002	0	0	0	0	0	0	0	0
1579	1674		CANTON	0	0	0	0	0	0		0	0	0	0	5	9673.070195	4980083.717	0	0	0	0	0	0	0	0
1580	1675		CANTON	2	0	0	6	0	0		2.010951713	1.909859317	2.546479089	6	4	16528.54839	7727648.835	0	0	6	0	0	6	2.010951713	1.909859317
1581	1676		CANTON	3	0	0	3	0	0		1.461131775	0.954929659	3.819718634	2	4	11915.23072	3545180.736	0	0	2	0	0	3	1.461131775	0.954929659
1582	1677		CANTON	0	0	0	3	0	0		0	0.954929659	0	0	3	11005.93762	4978107.176	0	0	0	0	0	3	0	0.954929659
1583	1678		CANTON	2	0	0	11	0	0		2.495912049	3.501408748	2.546479089	2	3	5975.09847	2075384.115	0	0	2	0	0	11	2.495912049	3.501408748
1584	1679		CANTON	1	0	0	8	0	0		1.461627872	2.546479089	1.273239545	1	4	5925.641142	1771988.726	0	0	1	0	0	8	1.273239545	2.546479089
1585	1680		CANTON	6	0	0	7	0	0		22.52140782	2.228169203	7.639437268	3	3	2804.295617	345003.4915	0	0	6	0	0	7	7.639437268	2.228169203
1586	1681		CANTON	0	0	0	15	1	0		0	4.774648293	0	0	3	6212.103955	1411058.305	0	0	0	1	0	15	0	4.774648293
1587	1682	1	CANTON	7	1	0	17	1	0		12.57266155	5.411268065	8.912676813	9	3	7386.391254	1854014.196	1	0	7	1	0	17	8.912676813	5.411268065
1588	1683		CANTON	2	0	0	9	0	0		2.397185618	2.864788976	2.546479089	3	3	9191.848861	3241286.062	0	0	3	0	0	9	2.397185618	2.864788976
1589	1684		CANTON	2	0	0	7	0	0		1.325896853	2.228169203	2.546479089	1	3	8308.000891	1953385.819	0	0	2	0	0	7	2.546479089	2.228169203
1590	1685		CANTON	1	0	0	3	0	0		0	0.954929659	1.273239545	0	3	7990.773936	2216287.866	0	0	0	0	0	3	0	0.954929659
1591	1686		CANTON	0	0	2	4	0	2	2	0.426343889	1.273239545	0	1	4	11486.73682	6074880.342	0	2	1	0	2	4	0.426343889	1.273239545
1592	1687		CANTON	3	0	0	5	0	2		8.789259195	1.591549431	3.819718634	3	4	6805.360889	884029.4909	0	0	3	0	2	5	3.819718634	1.591549431
1593	1688		CANTON	1	0	0	2	0	0		0.692204683	0.636619772	1.273239545	2	2	11663.3226	7483301.328	0	0	2	0	0	2	0.692204683	0.636619772
1594	1689		RANDOLPH	1	0	0	1	0	0		0.443800921	0.318309886	1.273239545	1	4	12807.44714	5835923.249	0	0	1	0	0	1	0.443800921	0.318309886
1595	1690		RANDOLPH	0	0	0	1	0	0		0	0.318309886	0	0	2	6123.484547	1382659.625	0	0	0	0	0	1	0	0.318309886
1596	1691		RANDOLPH	0	0	0	4	0	0		0	1.273239545	0	0	6	4611.982143	1040506.73	0	0	0	0	0	4	0	1.273239545
1597	1692		RANDOLPH	4	0	0	7	0	0		5.430290086	2.228169203	5.092958179	3	6	5774.053196	1430856.217	0	0	4	0	0	7	5.092958179	2.228169203
1598	1693		RANDOLPH	4	0	0	8	0	0		6.244064341	2.546479089	5.092958179	4	4	6565.111376	1659168.112	0	0	4	0	0	8	5.092958179	2.546479089
1599	1694		RANDOLPH	0	0	0	7	0	0		0	2.228169203	0	0	2	6487.442691	2191215.823	0	0	0	0	0	7	0	2.228169203
1600	1695		RANDOLPH	1	0	0	8	0	0		2.564886753	2.546479089	1.273239545	1	2	4583.51416	1009786.536	0	0	1	0	0	8	1.273239545	2.546479089
1601	1696		RANDOLPH	1	0	0	2	0	0		0.779663227	0.636619772	1.273239545	1	3	7994.120141	3321931.856	0	0	1	0	0	2	0.779663227	0.636619772
1602	1697		RANDOLPH	5	0	0	14	0	0		6.431086263	4.456338407	6.366197724	3	2	5397.288267	1208188.479	0	0	5	0	0	14	6.366197724	4.456338407
1603	1698		RANDOLPH	0	0	0	14	0	0		4.903740484	4.456338407	0	2	2	5441.593815	1056331.639	0	0	0	0	0	14	0	4.456338407
1604	1699		RANDOLPH	1	0	0	12	0	0		4.842217521	3.819718634	1.273239545	1	2	3054.548902	534876.4484	0	0	1	0	0	12	1.273239545	3.819718634
1605	1700		RANDOLPH	11	0	0	14	0	0		32.6115895	4.456338407	14.00563499	5	2	3197.561663	397096.2701	0	0	11	0	0	14	14.00563499	4.456338407
1606	1701		RANDOLPH	6	0	0	13	0	0		9.434974547	4.13802852	7.639437268	6	2	5234.628608	1647055.706	0	0	6	0	0	13	7.639437268	4.13802852
1607	1702		RANDOLPH	1	0	0	12	0	0		1.399512963	3.819718634	1.273239545	1	2	6277.252924	1850635.313	0	0	1	0	0	12	1.273239545	3.819718634
1608	1703		RANDOLPH	1	0	0	2	0	0		1.076585582	0.636619772	1.273239545	1	2	6411.716764	2405742.892	0	0	1	0	0	2	1.076585582	0.636619772
1609	1728		HOLBROOK	0	0	0	5	0	0		1.806151869	1.591549431	0	3	0	10482.99467	4301944.075	0	0	3	0	0	5	1.806151869	1.591549431
1610	1729		HOLBROOK	3	0	0	10	0	0		4.181681089	3.183098862	3.819718634	8	0	11807.36285	4954922.301	0	0	8	0	0	10	4.181681089	3.183098862
1611	1730		HOLBROOK	1	0	0	5	0	0		1.716234047	1.591549431	1.273239545	2	2	7419.735005	3018222.502	0	0	2	0	0	5	1.716234047	1.591549431
1612	1731		HOLBROOK	1	0	0	3	0	0		0.381140361	0.954929659	1.273239545	1	0	11825.6387	6795365.636	0	0	1	0	0	3	0.381140361	0.954929659
1613	1792		BRAINTREE	2	0	0	5	0	0		2.546328192	1.591549431	2.546479089	1	7	6129.601732	1017146.226	0	0	2	0	0	5	2.546479089	1.591549431
1614	1793		BRAINTREE	3	0	0	7	0	0		0	2.228169203	3.819718634	0	7	2825.742714	385892.7337	0	0	3	0	0	7	3.819718634	2.228169203
1615	1794		BRAINTREE	3	0	0	5	0	0		10.4732745	1.591549431	3.819718634	3	7	4060.436798	741884.9122	0	0	3	0	0	5	3.819718634	1.591549431
1616	1795		BRAINTREE	2	0	0	12	1	0		1.229770915	3.819718634	2.546479089	1	4	6887.242482	2106073.642	0	0	1	1	0	12	1.229770915	3.819718634
1617	1796		BRAINTREE	2	0	0	9	0	0		4.624422855	2.864788976	2.546479089	3	7	6168.426234	1680201.957	0	0	2	0	0	9	2.546479089	2.864788976
1618	1797		BRAINTREE	10	1	0	19	1	0		8.750942814	6.047887837	12.73239545	4	4	4887.539003	1183867.003	1	0	10	1	0	19	12.73239545	6.047887837
1619	1798	1	BRAINTREE	7	1	0	18	1	0		53.29709203	5.729577951	8.912676813	6	4	2783.989535	291571.7926	1	0	7	1	0	18	8.912676813	5.729577951
1620	1799		BRAINTREE	5	0	0	7	0	0		6.373356928	2.228169203	6.366197724	4	7	6150.162457	1625509.533	0	0	5	0	0	7	6.366197724	2.228169203
1621	1800		BRAINTREE	0	0	0	5	0	0		0	1.591549431	0	0	5	10067.82704	2466456.301	0	0	0	0	0	5	0	1.591549431
1622	1801		BRAINTREE	1	0	0	17	0	0		0	5.411268065	1.273239545	0	6	4460.401868	776153.5828	0	0	1	0	0	17	1.273239545	5.411268065
1623	1802		BRAINTREE	0	0	0	13	0	0		0	4.13802852	0	0	5	4686.097739	1036711.454	0	0	0	0	0	13	0	4.13802852
1624	1803		BRAINTREE	1	0	0	10	0	0		16.30715393	3.183098862	1.273239545	12	4	10760.83489	1905903.228	0	0	1	0	0	10	1.273239545	3.183098862
1625	1804		BRAINTREE	1	0	0	2	0	0		0.890606477	0.636619772	1.273239545	1	3	6999.70518	2908117.309	0	0	1	0	0	2	0.890606477	0.636619772
1626	1805		BRAINTREE	0	0	0	5	1	0		0.614891862	1.591549431	0	1	1	8548.077401	4212103.411	0	0	1	1	0	5	0.614891862	1.591549431
1627	1806	1	BRAINTREE	0	0	0	14	1	0		6.94666235	4.456338407	0	5	2	5373.854417	1864196.055	0	0	0	1	0	14	0	4.456338407
1628	1807		BRAINTREE	6	1	0	14	1	0		5.821318258	4.456338407	7.639437268	6	2	7255.157696	2669486.184	0	0	6	1	0	14	5.821318258	4.456338407
1629	1808		BRAINTREE	14	0	0	18	1	0		10.44926866	5.729577951	17.82535363	3	3	4651.073213	743589.2966	0	0	14	1	0	18	17.82535363	5.729577951
1630	1809		BRAINTREE	1	0	0	5	0	0		0	1.591549431	1.273239545	0	3	7157.659531	1051305.042	0	0	1	0	0	5	1.273239545	1.591549431
1631	1810		BRAINTREE	0	0	0	11	1	0		0	3.501408748	0	0	3	6793.281658	2380953.038	0	0	0	1	0	11	0	3.501408748
1632	1811		BRAINTREE	1	0	0	12	1	0		1.903101794	3.819718634	1.273239545	1	4	5633.892724	1360929.887	0	0	1	1	0	12	1.273239545	3.819718634
1633	1812		BRAINTREE	2	0	0	9	0	0		1.595490567	2.864788976	2.546479089	1	4	6250.469492	1623317.721	0	0	2	0	0	9	2.546479089	2.864788976
1634	1813		BRAINTREE	1	0	0	10	0	0		3.968654208	3.183098862	1.273239545	3	4	7042.0147	1957833.544	0	0	1	0	0	10	1.273239545	3.183098862
1635	1814		BRAINTREE	7	0	0	15	0	0		1.846939292	4.774648293	8.912676813	1	4	6542.367861	1402313.612	0	0	7	0	0	15	8.912676813	4.774648293
1636	1815		WEYMOUTH	0	0	0	10	0	0		1.554742127	3.183098862	0	1	3	16056.42983	1665863.467	0	0	0	0	0	10	0	3.183098862
1637	1816		WEYMOUTH	5	0	0	11	2	0		8.658517588	3.501408748	6.366197724	3	3	5786.261968	897378.131	0	0	5	2	0	11	6.366197724	3.501408748
1638	1817		WEYMOUTH	4	0	0	9	0	0		12.10450007	2.864788976	5.092958179	5	3	6842.205936	1069845.139	0	0	4	0	0	9	5.092958179	2.864788976
1639	1818		WEYMOUTH	2	0	0	11	0	0		3.06607508	3.501408748	2.546479089	2	3	6354.853365	1689448.59	0	0	2	0	0	11	2.546479089	3.501408748
1640	1819		WEYMOUTH	0	0	0	7	0	0		0	2.228169203	0	0	3	8649.075247	1183741.66	0	0	0	0	0	7	0	2.228169203
1641	1820		WEYMOUTH	0	0	0	9	1	0		0	2.864788976	0	0	2	7300.343079	1239165.931	0	0	0	1	0	9	0	2.864788976
1642	1821		WEYMOUTH	2	0	0	6	0	0		4.059562512	1.909859317	2.546479089	1	3	3240.102753	637996.8538	0	0	2	0	0	6	2.546479089	1.909859317
1643	1822		WEYMOUTH	0	0	0	8	0	0		4.029684987	2.546479089	0	2	3	4559.129795	1285454.381	0	0	0	0	0	8	0	2.546479089
1644	1823	1	WEYMOUTH	4	0	0	9	1	0		11.07311065	2.864788976	5.092958179	8	2	9242.826143	1871190.989	0	0	4	1	0	9	5.092958179	2.864788976
1645	1824		WEYMOUTH	3	0	0	7	0	0		8.345485691	2.228169203	3.819718634	3	3	4348.932237	931038.0029	0	0	3	0	0	7	3.819718634	2.228169203
1646	1825		WEYMOUTH	4	0	0	10	0	0		12.55679969	3.183098862	5.092958179	2	3	3187.503768	412523.6008	0	0	4	0	0	10	5.092958179	3.183098862
1647	1826		WEYMOUTH	1	0	0	16	0	0		3.102107286	5.092958179	1.273239545	2	2	5793.057256	1669824.975	0	0	1	0	0	16	1.273239545	5.092958179
1648	1827		WEYMOUTH	2	0	0	15	1	0		5.24005632	4.774648293	2.546479089	2	2	4116.564173	988534.4553	0	0	2	1	0	15	2.546479089	4.774648293
1649	1828		WEYMOUTH	5	1	0	8	1	0		7.098485764	2.546479089	6.366197724	3	2	4872.579927	1094594.62	1	0	5	1	0	8	6.366197724	2.546479089
1650	1829		WEYMOUTH	0	0	0	17	1	0		0	5.411268065	0	0	2	5038.5029	1374829.512	0	0	0	1	0	17	0	5.411268065
1651	1830		WEYMOUTH	10	0	0	15	1	0		31.49007289	4.774648293	12.73239545	4	2	2869.719923	328991.0594	0	0	10	1	0	15	12.73239545	4.774648293
1652	1831		WEYMOUTH	10	0	0	18	1	0		14.75536164	5.729577951	12.73239545	5	2	4349.837772	877643.0471	0	0	10	1	0	18	12.73239545	5.729577951
1653	1832		WEYMOUTH	2	0	0	10	0	0		1.46537257	3.183098862	2.546479089	1	1	5714.653185	1767460.483	0	0	2	0	0	10	2.546479089	3.183098862
1654	1833		WEYMOUTH	10	1	0	16	1	0		13.34241157	5.092958179	12.73239545	6	2	4402.960293	1164701.642	1	0	10	1	0	16	12.73239545	5.092958179
1655	1834		WEYMOUTH	3	0	0	7	0	0		3.892795654	2.228169203	3.819718634	3	0	6528.077718	1995985.667	0	0	3	0	0	7	3.819718634	2.228169203
1656	1835	1	WEYMOUTH	1	0	0	11	1	0		4.789555974	3.501408748	1.273239545	4	2	7271.170087	2163029.829	1	0	4	1	0	11	4.789555974	3.501408748
1657	1836		WEYMOUTH	0	0	0	16	3	0		0	5.092958179	0	0	1	5861.797024	1667568.12	0	0	0	3	0	16	0	5.092958179
1658	1837		WEYMOUTH	1	0	0	12	2	0		1.391616785	3.819718634	1.273239545	1	0	6888.675173	1861136.01	0	0	1	2	0	12	1.273239545	3.819718634
1659	1838		WEYMOUTH	0	0	0	3	0	0		0	0.954929659	0	0	0	5817.715718	1572480.787	0	0	0	0	0	3	0	0.954929659
1660	1839		WEYMOUTH	0	0	0	3	1	0		0	0.954929659	0	0	0	11120.88161	3027834.916	0	0	0	1	0	3	0	0.954929659
1661	1840		WEYMOUTH	10	2	0	12	2	0		5.519621899	3.819718634	12.73239545	1	0	3731.321629	469232.8855	2	0	10	2	0	12	12.73239545	3.819718634
1662	1841	1	WEYMOUTH	10	2	0	12	2	0		170.4305653	3.819718634	12.73239545	3	0	875.0265235	45590.20454	2	0	10	2	0	12	12.73239545	3.819718634
1663	1842	1	WEYMOUTH	10	2	0	12	2	0		50.71636392	3.819718634	12.73239545	7	0	2965.649834	357476.6677	2	0	10	2	0	12	12.73239545	3.819718634
1664	1843	1	WEYMOUTH	9	2	0	12	2	0		21.4151816	3.819718634	11.4591559	3	0	2629.801007	362825.0498	2	0	9	2	0	12	11.4591559	3.819718634
1665	1844		WEYMOUTH	0	0	0	6	0	0		3.029101452	1.909859317	0	3	0	8511.01958	2565105.347	0	0	3	0	0	6	3.029101452	1.909859317
1666	1845	1	WEYMOUTH	1	0	0	11	2	0		2.700072998	3.501408748	1.273239545	2	0	6426.703544	1918457.843	0	0	1	2	0	11	1.273239545	3.501408748
1667	1846		WEYMOUTH	1	0	0	2	0	0		1.67742233	0.636619772	1.273239545	2	0	8427.249828	3088057.27	0	0	2	0	0	2	1.67742233	0.636619772
1668	1847		WEYMOUTH	0	0	0	2	0	0		0.881364068	0.636619772	0	1	0	7126.857494	2938613.228	0	0	1	0	0	2	0.881364068	0.636619772
1669	1848		HULL	2	0	0	2	0	0		2.75738851	0.636619772	2.546479089	3	0	21101.01357	2817870.715	0	0	3	0	0	2	2.75738851	0.636619772
1670	1849		HULL	1	0	0	4	0	0		2.185846281	1.273239545	1.273239545	1	0	4973.547583	1184890.325	0	0	1	0	0	4	1.273239545	1.273239545
1671	1850		HULL	2	0	0	4	0	0		3.923076808	1.273239545	2.546479089	2	0	7137.801838	1320386.134	0	0	2	0	0	4	2.546479089	1.273239545
1672	1851	2	HULL	4	2	0	7	2	0		8.292810854	2.228169203	5.092958179	4	0	11005.09856	1249269.111	2	0	4	2	0	7	5.092958179	2.228169203
1673	1852		HULL	3	0	0	7	2	0		5.442488298	2.228169203	3.819718634	3	0	9106.700543	1427649.249	0	0	3	2	0	7	3.819718634	2.228169203
1674	1853		HINGHAM	0	0	0	5	0	0		1.083915795	1.591549431	0	1	0	10898.37183	2389473.538	0	0	1	0	0	5	1.083915795	1.591549431
1675	1854		HINGHAM	9	0	0	13	0	0		31.34933506	4.13802852	11.4591559	7	3	5946.432913	578319.0214	0	0	9	0	0	13	11.4591559	4.13802852
1676	1855		HINGHAM	9	0	0	13	0	0		41.18278041	4.13802852	11.4591559	7	2	2974.9898	440230.5184	0	0	9	0	0	13	11.4591559	4.13802852
1677	1856		HINGHAM	0	0	0	8	0	0		0	2.546479089	0	0	2	10680.27826	3141755.957	0	0	0	0	0	8	0	2.546479089
1678	1857		HINGHAM	5	0	0	16	0	0		8.772876008	5.092958179	6.366197724	5	0	5530.529352	1476134	0	0	5	0	0	16	6.366197724	5.092958179
1679	1858		HINGHAM	9	0	0	12	0	0		18.76442831	3.819718634	11.4591559	6	0	5397.562193	828158.9189	0	0	9	0	0	12	11.4591559	3.819718634
1680	1859		HINGHAM	0	0	0	2	2	0		0	0.636619772	0	0	0	24899.53771	5411876.896	0	0	0	2	0	2	0	0.636619772
1681	1860		HINGHAM	1	0	0	7	0	0		2.784236085	2.228169203	1.273239545	4	0	12114.32559	3720931.747	0	0	4	0	0	7	2.784236085	2.228169203
1682	1861		HINGHAM	3	0	0	14	0	0		8.608876996	4.456338407	3.819718634	10	0	7439.795015	3008508.672	0	0	10	0	0	14	8.608876996	4.456338407
1683	1862		HINGHAM	0	0	0	2	1	0		0	0.636619772	0	0	0	13036.4048	6965701.428	0	0	0	1	0	2	0	0.636619772
1684	1863		HINGHAM	1	0	0	1	0	0		0.63019552	0.318309886	1.273239545	1	0	10568.0771	4109816.761	0	0	1	0	0	1	0.63019552	0.318309886
1685	1864		HINGHAM	1	0	0	3	0	0		2.887872099	0.954929659	1.273239545	5	0	11534.79092	4484250.032	0	0	5	0	0	3	2.887872099	0.954929659
1686	1865		HINGHAM	2	0	0	3	0	0		3.819157425	0.954929659	2.546479089	1	0	3612.869356	678156.9394	0	0	2	0	0	3	2.546479089	0.954929659
1687	1866		HINGHAM	0	0	0	4	0	0		0	1.273239545	0	0	0	7802.033784	2705736.29	0	0	0	0	0	4	0	1.273239545
1688	1867		HINGHAM	0	0	0	2	0	0		0.618023149	0.636619772	0	1	0	9973.95503	4190762.294	0	0	1	0	0	2	0.618023149	0.636619772
1689	1868		HINGHAM	0	0	0	1	0	0		0.175202793	0.318309886	0	1	0	19157.70804	14782801.51	0	0	1	0	0	1	0.175202793	0.175202793
1690	1869		COHASSET	0	0	0	0	0	0		0.340027559	0	0	1	0	23289.42859	7616994.678	0	0	1	0	0	0	0.340027559	0
1691	1870		COHASSET	5	0	0	11	0	0		8.936115855	3.501408748	6.366197724	11	0	17551.37709	3188171.424	0	0	11	0	0	11	8.936115855	3.501408748
1692	1871	1	COHASSET	0	0	0	21	1	0		9.122396878	6.68450761	0	11	0	7766.897645	3123068.377	1	0	11	1	0	21	9.122396878	6.68450761
1693	1872	1	COHASSET	0	0	0	4	0	0		1.692013758	1.273239545	0	8	0	15917.38283	12245707.09	1	0	8	1	0	8	1.692013758	1.692013758
1694	1883		ROCKLAND	0	0	0	0	0	0		0	0	0	0	0	10816.52966	4446809.935	0	0	0	0	0	0	0	0
1695	1884		ROCKLAND	3	0	0	13	1	0		9.165243423	4.13802852	3.819718634	3	0	4208.055313	847764.0989	0	0	3	1	0	13	3.819718634	4.13802852
1696	1885	1	ROCKLAND	4	1	0	14	1	0		6.076072473	4.456338407	5.092958179	4	0	5422.693348	1705040.96	1	0	4	1	0	14	5.092958179	4.456338407
1697	1886		ROCKLAND	0	0	0	0	0	0		0.858351875	0	0	2	0	12717.43515	6034793.391	0	0	2	0	0	0	0.858351875	0
1698	1887	1	ROCKLAND	0	0	0	8	1	0		2.67454921	2.546479089	0	4	0	9046.919177	3873532.184	1	0	4	1	0	8	2.67454921	2.546479089
1699	1888		ROCKLAND	9	0	0	14	1	0		16.12022603	4.456338407	11.4591559	7	0	4425.363731	1124668.894	0	0	9	1	0	14	11.4591559	4.456338407
1700	1889		ROCKLAND	0	0	0	3	0	0		3.251751238	0.954929659	0	3	0	7819.957552	2389470.707	0	0	3	0	0	3	3.251751238	0.954929659
1701	1890		ROCKLAND	0	0	0	5	0	0		0	1.591549431	0	0	0	8269.29788	2591281.84	0	0	0	0	0	5	0	1.591549431
1702	1891		ROCKLAND	2	0	0	2	0	0		3.113290297	0.636619772	2.546479089	2	0	5965.511403	1663826.925	0	0	2	0	0	2	2.546479089	0.636619772
1703	1892		ROCKLAND	0	0	0	3	0	0		0	0.954929659	0	0	0	7251.431357	1532061.579	0	0	0	0	0	3	0	0.954929659
1704	1902		NORWELL	6	0	0	11	0	0		3.493820333	3.501408748	7.639437268	1	0	3958.862742	741305.4661	0	0	6	0	0	11	7.639437268	3.501408748
